,cleaned_text,sentiment_label
224,droid x page plus works perfectly transfer speeds good complaints,1
225,used many memory devices sandisk well couple sansa mp players card lives expectations works well samsung galaxy phone havent bothered adapter doubt job nice case need read card outside phone,1
226,used months galaxy issues plenty fast transfer content card,0
227,got note gb greatwho wouldnt want another gb sd card want im happy,1
228,like things work like things work way theyre sold give great review trust say works wont find faster sd card,1
229,love storage unit would buy definitely great pix videos docs whatever want store mex,1
230,im happy item android gb memory card ideal increasing itjrroadrunner,1
231,needed samsung galley tablet job needed really didnt need adapter micro sd cards come,0
232,needed get space sd card phone naturally turned product know quality attention details want sure photos data held safe place money beat product buy,1
233,initially inserted card samsung galaxy recognized wasnt able format correctly research found free program easeus partition master format card fat since windows longer allows default formatting fat phone recognized card works great hope helps anyone else might run problem,1
234,situations depending hardware intend use card youll need format special way using formatting utility doesnt come native windows also card gets extremely hot heavy load,1
235,installed droid bionici backed data using included card reader adapter card reader slot laptop copied data folder pc done reversed process new micro sd cardbionic recognized additional memory apps run updates adding card though dont attribute card seems likely apps referencing something specific hardware maybeafter updates programs ran expectedi one issue poweramp media player playlists dissapeared sure havent yet researched poweramp forums assume issue would occur card upgrade,1
